uniprot,gene,skin_score,tier,cell_type_preferred,worth_curating,evidence_exists_elsewhere,work_needed,druggable_class,structural_family,protein_class,description
O60248,SOX15,0.4295420504278684,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",SRY-box transcription factor 15
Q99590,SCAF11,0.4293425127636592,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",SR-related CTD associated factor 11
Q9Y2R0,COA3,0.4292511441572016,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted membrane proteins",Cytochrome c oxidase assembly factor 3
Q9NRN5,OLFML3,0.4291657005151765,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted secreted proteins",Olfactomedin like 3
O15231,ZNF185,0.4291238509249071,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Zinc finger protein 185 with LIM domain
Q9NP72,RAB18,0.4290544676252579,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins","RAB18, member RAS oncogene family"
P81877,SSBP2,0.4288752080283576,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",Single stranded DNA binding protein 2
Q16787,LAMA3,0.4286776279914917,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Laminin subunit alpha 3
P83876,TXNL4A,0.4286634294007538,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins",Thioredoxin like 4A
Q8WUZ0,BCL7C,0.4283461277986399,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,BAF chromatin remodeling complex subunit BCL7C
Q02388,COL7A1,0.4283071612558316,medium,basal keratinocytes,False,False,structural protein - skip,False,True,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Collagen type VII alpha 1 chain
Q14511,NEDD9,0.4282343732384129,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins","Neural precursor cell expressed, developmentally down-regulated 9"
Q9BYG4,PARD6G,0.4279503511662353,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Par-6 family cell polarity regulator gamma
Q53GA4,PHLDA2,0.4277735169395468,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Pleckstrin homology like domain family A member 2
Q13362,PPP2R5C,0.4276860643673574,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Protein phosphatase 2 regulatory subunit B'gamma
Q5T2T1,MPP7,0.4276360423074105,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,MAGUK p55 scaffold protein 7
P63172,DYNLT1,0.4272985077281448,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Dynein light chain Tctex-type 1
Q9NXU5,ARL15,0.4272898438391556,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,ADP ribosylation factor like GTPase 15
P15529,CD46,0.4271847952668456,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",CD46 molecule
Q9H6S3,EPS8L2,0.4271367672802124,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",EPS8 like 2
O15304,SIVA1,0.426964783485507,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,SIVA1 apoptosis inducing factor
Q15853,USF2,0.426960122556608,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors","Upstream transcription factor 2, c-fos interacting"
Q9NRV9,HEBP1,0.4268768586194345,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Heme binding protein 1
Q9NR80,ARHGEF4,0.4268002050207541,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Rho guanine nucleotide exchange factor 4
Q71F56,MED13L,0.4265700241565014,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Mediator complex subunit 13L
Q9C002,C15orf48,0.4265420881728773,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Chromosome 15 open reading frame 48
Q9GZU0,C6orf62,0.4264359351881698,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Chromosome 6 open reading frame 62
Q68D51,DENND2C,0.426416800988071,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,DENN domain containing 2C
P58658,EVA1C,0.4263797510686777,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",Eva-1 homolog C
P54821,PRRX1,0.426377155458432,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",Paired related homeobox 1
O60504,SORBS3,0.4262485688973177,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Sorbin and SH3 domain containing 3
Q8WYQ3,CHCHD10,0.4260550589408531,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Coiled-coil-helix-coiled-coil-helix domain containing 10
P0DP25,CALM3,0.4260109208283328,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins",Calmodulin 3
Q9HBL0,TNS1,0.4257571844211558,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Tensin 1
P49703,ARL4D,0.425699163720358,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,ADP ribosylation factor like GTPase 4D
O75094,SLIT3,0.4256427621512939,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted secreted proteins",Slit guidance ligand 3
P82921,MRPS21,0.4256304172923952,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins, Ribosomal proteins",Mitochondrial ribosomal protein S21
O95926,SYF2,0.4256262799617946,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",SYF2 pre-mRNA splicing factor
O60739,EIF1B,0.4256236232845963,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Eukaryotic translation initiation factor 1B
Q9BYD3,MRPL4,0.425589795877957,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins, Ribosomal proteins",Mitochondrial ribosomal protein L4
Q07654,TFF3,0.4254142441862962,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Trefoil factor 3
P55145,MANF,0.4253852748534936,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted secreted proteins",Mesencephalic astrocyte derived neurotrophic factor
B3EWG3,FAM25A,0.425309365005711,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Family with sequence similarity 25 member A
Q13685,AAMP,0.4252771628933629,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Plasma proteins, Predicted intracellular proteins",Angio associated migratory cell protein
Q14155,ARHGEF7,0.4251956078545108,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Rho guanine nucleotide exchange factor 7
Q9P206,KIAA1522,0.42509444945085,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,KIAA1522
P23497,SP100,0.4250693317785399,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",SP100 nuclear antigen
P05452,CLEC3B,0.424946034778579,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",C-type lectin domain family 3 member B
O95164,UBL3,0.4247301051669601,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Ubiquitin like 3
Q15545,TAF7,0.4246980859658675,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",TATA-box binding protein associated factor 7
Q9Y5K8,ATP6V1D,0.4245195366576865,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Metabolic proteins, Predicted intracellular proteins",ATPase H+ transporting V1 subunit D
Q99569,PKP4,0.4245146445871843,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Plakophilin 4
Q9UBG3,CRNN,0.4242350589466385,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Predicted intracellular proteins",Cornulin
Q9Y272,RASD1,0.4242230758699267,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Human disease related genes, Predicted intracellular proteins",Ras related dexamethasone induced 1
P48645,NMU,0.4241874870005691,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted secreted proteins,Neuromedin U
O95997,PTTG1,0.4240920680370754,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Essential proteins, Predicted intracellular proteins","PTTG1 regulator of sister chromatid separation, securin"
Q9UMQ3,BARX2,0.4240372552566526,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",BARX homeobox 2
Q14135,VGLL4,0.4238785562524774,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Vestigial like family member 4
O15156,ZBTB7B,0.4237721260275184,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",Zinc finger and BTB domain containing 7B
Q9Y6I7,WSB1,0.4237550613699509,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",WD repeat and SOCS box containing 1
Q9UHQ7,TCEAL9,0.4236526972234158,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Transcription elongation factor A like 9
Q96PU8,QKI,0.423604887977014,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Predicted intracellular proteins","QKI, KH domain containing RNA binding"
Q15654,TRIP6,0.4235904602277435,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Thyroid hormone receptor interactor 6
Q5JSZ5,PRRC2B,0.4235584249767188,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Proline rich coiled-coil 2B
Q6ZMJ2,SCARA5,0.4235039254895658,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",Scavenger receptor class A member 5
Q15700,DLG2,0.4231137581938045,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Discs large MAGUK scaffold protein 2
Q7L099,RUFY3,0.4227607295701429,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,RUN and FYVE domain containing 3
Q9BUD6,SPON2,0.422579380849124,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Spondin 2
P52803,EFNA5,0.4224847621433675,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Predicted membrane proteins, RAS pathway related proteins",Ephrin A5
Q9ULH7,MRTFB,0.4222635632040782,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Predicted intracellular proteins",Myocardin related transcription factor B
P25490,YY1,0.4221752389119716,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors",YY1 transcription factor
Q8WUD4,CCDC12,0.4221263303439543,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",Coiled-coil domain containing 12
P10124,SRGN,0.4220719461684089,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted secreted proteins",Serglycin
Q5D1E8,ZC3H12A,0.4218803490170146,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Predicted intracellular proteins",Zinc finger CCCH-type containing 12A
P84157,MXRA7,0.4218516560024218,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Matrix remodeling associated 7
Q7Z5Q1,CPEB2,0.4218060186967969,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Cytoplasmic polyadenylation element binding protein 2
Q8IXS6,PALM2AKAP2,0.4218032108758652,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,PALM2 and AKAP2 fusion
Q9UK58,CCNL1,0.4216451683391257,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",Cyclin L1
Q16890,TPD52L1,0.4216330404167456,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",TPD52 like 1
Q9H6X2,ANTXR1,0.4215505676818381,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",ANTXR cell adhesion molecule 1
Q9NPR2,SEMA4B,0.4214303815326267,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",Semaphorin 4B
Q15438,CYTH1,0.4213313327467288,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Cytohesin 1
O60245,PCDH7,0.4211731017425995,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Protocadherin 7
Q8IXK0,PHC2,0.4211374445514109,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Polyhomeotic homolog 2
O95969,SCGB1D2,0.4210549941364069,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Predicted secreted proteins",Secretoglobin family 1D member 2
Q9UKJ5,CHIC2,0.4210429554419087,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Cysteine rich hydrophobic domain 2
Q9BRK3,MXRA8,0.4207148526924767,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted membrane proteins,Matrix remodeling associated 8
Q9NWW0,HCFC1R1,0.4206082190148273,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Host cell factor C1 regulator 1
Q13506,NAB1,0.4205915218525023,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,NGFI-A binding protein 1
Q9NZN8,CNOT2,0.4205121372819324,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins",CCR4-NOT transcription complex subunit 2
P78318,IGBP1,0.4203945198366722,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins",Immunoglobulin binding protein 1
Q9UJY1,HSPB8,0.4202882956415281,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Heat shock protein family B (small) member 8
P49006,MARCKSL1,0.4200538220150153,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,MARCKS like 1
O60861,GAS7,0.4199328548940715,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Predicted intracellular proteins",Growth arrest specific 7
O95379,TNFAIP8,0.4198029087816169,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,TNF alpha induced protein 8
Q9P2Q2,FRMD4A,0.4197344156854453,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",FERM domain containing 4A
Q13491,GPM6B,0.4195901193837288,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted membrane proteins,Glycoprotein M6B
P50479,PDLIM4,0.419335205317445,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Human disease related genes, Predicted intracellular proteins",PDZ and LIM domain 4
P52756,RBM5,0.4193075122822757,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,RNA binding motif protein 5
P39880,CUX1,0.4192989727154428,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors",Cut like homeobox 1
Q9UPV9,TRAK1,0.4192054177483766,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Trafficking kinesin protein 1
O75494,SRSF10,0.4192031144136895,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",Serine and arginine rich splicing factor 10
O43805,SSNA1,0.4191451119798313,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,SS nuclear autoantigen 1
Q9NR31,SAR1A,0.4191124044374382,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Secretion associated Ras related GTPase 1A
Q9HCU0,CD248,0.4190699773594626,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"CD markers, Predicted membrane proteins",CD248 molecule
Q9NP84,TNFRSF12A,0.4190289710925838,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, CD markers, Predicted intracellular proteins, Predicted membrane proteins",TNF receptor superfamily member 12A
Q9UH65,SWAP70,0.4189837881459567,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Switching B cell complex subunit SWAP70
Q9P0M9,MRPL27,0.4187542790125855,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins",Mitochondrial ribosomal protein L27
Q6I9Y2,THOC7,0.4185539382213638,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",THO complex subunit 7
P78539,SRPX,0.4184993188033586,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted secreted proteins",Sushi repeat containing protein X-linked
Q9ULD2,MTUS1,0.4184891721534821,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Microtubule associated scaffold protein 1
Q9P2X0,DPM3,0.4182912878446017,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted membrane proteins","Dolichyl-phosphate mannosyltransferase subunit 3, regulatory"
Q9P0S3,ORMDL1,0.4181412172159129,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted membrane proteins,ORMDL sphingolipid biosynthesis regulator 1
Q1HG43,DUOXA1,0.4180815422954149,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",Dual oxidase maturation factor 1
Q14BN4,SLMAP,0.4179343584045956,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",Sarcolemma associated protein
Q8IYN6,UBALD2,0.4179217675188668,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,UBA like domain containing 2
P62699,YPEL5,0.4178935084485441,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",Yippee like 5
Q8N2U0,TMEM256,0.4178211108417748,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",Transmembrane protein 256
Q8N128,FAM177A1,0.4175448065586926,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted secreted proteins",Family with sequence similarity 177 member A1
P25311,AZGP1,0.4175248736435459,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Alpha-2-glycoprotein 1, zinc-binding"
Q0VAM2,RASGEF1B,0.4173015099006912,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",RasGEF domain family member 1B
Q15723,ELF2,0.4171708088156184,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",E74 like ETS transcription factor 2
Q9Y2Q5,LAMTOR2,0.4170838640859245,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins","Late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
Q99715,COL12A1,0.4170777296608969,medium,fibroblasts,False,False,structural protein - skip,False,True,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Collagen type XII alpha 1 chain
O43745,CHP2,0.4170551732747994,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Predicted intracellular proteins",Calcineurin like EF-hand protein 2
Q7Z794,KRT77,0.4170295389351677,medium,suprabasal keratinocytes,False,False,structural protein - skip,False,True,"Plasma proteins, Predicted intracellular proteins",Keratin 77
P82914,MRPS15,0.4167707088757595,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins, Ribosomal proteins",Mitochondrial ribosomal protein S15
Q9Y5J5,PHLDA3,0.4165562970741889,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Pleckstrin homology like domain family A member 3
Q9C0D5,TANC1,0.4164373425459233,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,"Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1"
P49023,PXN,0.4164347701585409,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Paxillin
Q9NZU5,LMCD1,0.4162866374357269,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,LIM and cysteine rich domains 1
Q92859,NEO1,0.4162322318938553,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Plasma proteins, Predicted membrane proteins",Neogenin 1
Q9Y6Y1,CAMTA1,0.4158726350214093,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins",Calmodulin binding transcription activator 1
Q9UKI2,CDC42EP3,0.4158217243858659,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,CDC42 effector protein 3
P0DMV9,HSPA1B,0.4157851033979527,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Heat shock protein family A (Hsp70) member 1B
Q9HC44,GPBP1L1,0.4157095012720293,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,GC-rich promoter binding protein 1 like 1
Q9ULX9,MAFF,0.4156806480147087,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",MAF bZIP transcription factor F
P49747,COMP,0.4155532620644012,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Cartilage oligomeric matrix protein
O60828,PQBP1,0.4154497453816261,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Polyglutamine binding protein 1
Q9BVP2,GNL3,0.4153662605628235,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",G protein nucleolar 3
Q99743,NPAS2,0.4153179271125127,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",Neuronal PAS domain protein 2
P20036,HLA-DPA1,0.4152717971669605,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins","Major histocompatibility complex, class II, DP alpha 1"
P52435,POLR2J,0.4152632320445574,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Metabolic proteins, Predicted intracellular proteins, RNA polymerase related proteins",RNA polymerase II subunit J
Q56P03,EAPP,0.4152405708235068,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",E2F associated phosphoprotein
Q05DH4,FHIP1A,0.4152094893720074,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,FHF complex subunit HOOK interacting protein 1A
P49005,POLD2,0.4152094418210666,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins","DNA polymerase delta 2, accessory subunit"
Q92754,TFAP2C,0.4151476372104037,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",Transcription factor AP-2 gamma
A6ND36,FAM83G,0.4150974151161773,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Family with sequence similarity 83 member G
Q969G5,CAVIN3,0.41468075491322,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Caveolae associated protein 3
Q9BTA9,WAC,0.414616571322972,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",WW domain containing adaptor with coiled-coil
A1A4S6,ARHGAP10,0.4145990237257705,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Rho GTPase activating protein 10
Q04724,TLE1,0.4145110390305894,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,"TLE family member 1, transcriptional corepressor"
