normalised,display_name,smiles,inchikey,source,is_ingredient_name
14 hydroxydihydromorphinone,14-hydroxydihydromorphinone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,UQCNKQCJZOAFTQ-UHFFFAOYSA-N,ChEMBL,False
15 methyltetracyclo 8 7 0 02 7 011 15 heptadeca 2 4 6 triene 5 14 diol,"15-methyltetracyclo[8.7.0.02,7.011,15]heptadeca-2,4,6-triene-5,14-diol",CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,BindingDB,False
17 alpha caproyloxy p4,17.alpha.-caproyloxy-p4,CCCCCC(=O)OC1(C(C)=O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,VPEJMHYFGCNXLM-UHFFFAOYSA-N,ChEMBL,False
17 alpha e2,17&alpha;-e2,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,GtoPdb,False
17 alpha estradiol,17-alpha-estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,GtoPdb,False
17 alpha ethynylestradiol,17&alpha;-ethynylestradiol,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,BFPYWIDHMRZLRN-UHFFFAOYSA-N,GtoPdb,False
17 alpha hydroxyprogesterone,17-alpha-hydroxyprogesterone,CCCCCC(=O)OC1(C(C)=O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,VPEJMHYFGCNXLM-UHFFFAOYSA-N,ChEMBL,False
17 alpha methyltestosterone 3 cyclopentyl enol ether,17.alpha.-methyltestosterone 3-cyclopentyl enol ether,CC12CCC(OC3CCCC3)=CC1=CCC1C2CCC2(C)C1CCC2(C)O,ZUBDXGHKAAMAAA-UHFFFAOYSA-N,ChEMBL,False
17 beta estradiol,17&beta;-estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,GtoPdb,False
17 beta oestradiol,17-beta-oestradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,ChEMBL,False
17 deoxycortisol,17-deoxycortisol,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,OMFXVFTZEKFJBZ-UHFFFAOYSA-N,ChEMBL,False
17 epi estradiol,17-epi-estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,GtoPdb,False
17 ethinylestradiol,17-ethinylestradiol,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,BFPYWIDHMRZLRN-UHFFFAOYSA-N,ChEMBL,False
17 hydroxyprogesterone,17-hydroxyprogesterone,CCCCCC(=O)OC1(C(C)=O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,VPEJMHYFGCNXLM-UHFFFAOYSA-N,ChEMBL,False
17 methyl 17 azatetracyclo 7 5 3 0 1 10 0 2 7 heptadeca 2 7 3 5 trien 4 ol,"17-methyl-17-azatetracyclo[7.5.3.0^{1,10}.0^{2,7}]heptadeca-2(7),3,5-trien-4-ol",CN1CCC23CCCCC2C1Cc1ccc(O)cc13,JAQUASYNZVUNQP-UHFFFAOYSA-N,BindingDB,False
17 methyltestosterone,17-methyltestosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,GCKMFJBGXUYNAG-UHFFFAOYSA-N,ChEMBL,False
17 ohpc,17-ohpc,CCCCCC(=O)OC1(C(C)=O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,VPEJMHYFGCNXLM-UHFFFAOYSA-N,ChEMBL,False
177 j d,177 j.d,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,ChEMBL,False
177 jd,177 jd,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,ChEMBL,False
17a estradiol,17a-estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,ChEMBL,False
17alpha estradiol,17alpha-estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,ChEMBL,False
17alpha ethinyl 19 nortestosterone,17alpha-ethinyl-19-nortestosterone,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,QGQUHXSBTSDAML-UHFFFAOYSA-N,BindingDB,False
17alpha ethinylestradiol,17alpha-ethinylestradiol,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,BFPYWIDHMRZLRN-UHFFFAOYSA-N,ChEMBL,False
17alpha hydroxyprogesterone,17alpha-hydroxyprogesterone,CCCCCC(=O)OC1(C(C)=O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,VPEJMHYFGCNXLM-UHFFFAOYSA-N,ChEMBL,False
17beta estradiol,17beta-estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,ChEMBL,False
18 beta glycyrrhetinic acid,18&beta;-glycyrrhetinic acid,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,MPDGHEJMBKOTSU-UHFFFAOYSA-N,GtoPdb,False
18 beta glycyrrhizic acid,18.beta.-glycyrrhizic acid,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,LPLVUJXQOOQHMX-UHFFFAOYSA-N,ChEMBL,False
18alpha glycyrrhetic acid,18alpha-glycyrrhetic acid,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,MPDGHEJMBKOTSU-UHFFFAOYSA-N,BindingDB,False
18alpha glycyrrhetinic acid,18alpha-glycyrrhetinic acid,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,MPDGHEJMBKOTSU-UHFFFAOYSA-N,BindingDB,False
18f sodium fluoride,(18f) sodium fluoride,[Na+],FKNQFGJONOIPTF-UHFFFAOYSA-N,ChEMBL,False
19 propylorvinol,19-propylorvinol,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,CAHCBJPUTCKATP-UHFFFAOYSA-N,ChEMBL,False
1e 2 6 amino e amino 4 chloroanilino methylidene amino methylidene amino hexyl 1 amino 4 chloroanilino methylidene guanidine,(1e)-2-[6-[[amino-[(e)-[amino-(4-chloroanilino)methylidene]amino]methylidene]amino]hexyl]-1-[amino-(4-chloroanilino)methylidene]guanidine,N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,GtoPdb,False
1e 2 6 azanyl e azanyl 4 chlorophenyl amino methylidene amino methylidene amino hexyl 1 azanyl 4 chlorophenyl amino methylidene guanidine hydrochloride,(1e)-2-[6-[[azanyl-[(e)-[azanyl-[(4-chlorophenyl)amino]methylidene]amino]methylidene]amino]hexyl]-1-[azanyl-[(4-chlorophenyl)amino]methylidene]guanidine;hydrochloride,N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,BindingDB,False
1e 6e 1 7 bis 4 hydroxy 3 methoxyphenyl hepta 1 6 diene 3 5 dione,"(1e,6e)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,VFLDPWHFBUODDF-UHFFFAOYSA-N,GtoPdb,False
1h 1 3 benzodiazole,"1h-1,3-benzodiazole",c1ccc2[nH]cnc2c1,HYZJCKYKOHLVJF-UHFFFAOYSA-N,BindingDB,False
1h benzimidazole,1h-benzimidazole,c1ccc2[nH]cnc2c1,HYZJCKYKOHLVJF-UHFFFAOYSA-N,ChEMBL,False
1h benzo d imidazole,1h-benzo[d]imidazole,c1ccc2[nH]cnc2c1,HYZJCKYKOHLVJF-UHFFFAOYSA-N,ChEMBL,False
1h benzoimidazole,1h-benzoimidazole,c1ccc2[nH]cnc2c1,HYZJCKYKOHLVJF-UHFFFAOYSA-N,ChEMBL,False
1h indole 5 6 diol,"1h-indole-5,6-diol",Oc1cc2cc[nH]c2cc1O,SGNZYJXNUURYCH-UHFFFAOYSA-N,BindingDB,True
1r 11s 18s 20r 21r 22s 4 5 dimethoxy 12 oxa 8 17 diazaheptacyclo 15 5 2 0 1 18 0 2 7 0 8 22 0 11 21 0 15 20 tetracosa 2 7 3 5 14 tetraen 9 one,"(1r,11s,18s,20r,21r,22s)-4,5-dimethoxy-12-oxa-8,17-diazaheptacyclo[15.5.2.0^{1,18}.0^{2,7}.0^{8,22}.0^{11,21}.0^{15,20}]tetracosa-2(7),3,5,14-tetraen-9-one",COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,RRKTZKIUPZVBMF-UHFFFAOYSA-N,GtoPdb,False
1r 2r 3r 4r 5r 6r cyclohexane 1 2 3 4 5 6 hexol,"(1r,2r,3r,4r,5r,6r)-cyclohexane-1,2,3,4,5,6-hexol",OC1C(O)C(O)C(O)C(O)C1O,CDAISMWEOUEBRE-UHFFFAOYSA-N,GtoPdb,False
1r 2r 3r 4s 5s 6s cyclohexane 1 2 3 4 5 6 hexol,"(1r,2r,3r,4s,5s,6s)-cyclohexane-1,2,3,4,5,6-hexol",OC1C(O)C(O)C(O)C(O)C1O,CDAISMWEOUEBRE-UHFFFAOYSA-N,GtoPdb,False
1r 2r 3r 8r 3 benzoyloxy 8 methyl 8 aza bicyclo 3 2 1 octane 2 carboxylic acid methyl ester,"(1r,2r,3r,8r)-3-benzoyloxy-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylic acid methyl ester",COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,ZPUCINDJVBIVPJ-UHFFFAOYSA-N,BindingDB,False
1r 2r 3s 4r 5r 6s cyclohexane 1 2 3 4 5 6 hexol,"(1r,2r,3s,4r,5r,6s)-cyclohexane-1,2,3,4,5,6-hexol",OC1C(O)C(O)C(O)C(O)C1O,CDAISMWEOUEBRE-UHFFFAOYSA-N,GtoPdb,False
1r 2r 3s 4s 5s 6s cyclohexane 1 2 3 4 5 6 hexol,"(1r,2r,3s,4s,5s,6s)-cyclohexane-1,2,3,4,5,6-hexol",OC1C(O)C(O)C(O)C(O)C1O,CDAISMWEOUEBRE-UHFFFAOYSA-N,GtoPdb,False
1r 2r 4as 8as 1 3r 3 hydroxy 3 methylpent 4 enyl 2 5 5 8a tetramethyl 3 4 4a 6 7 8 hexahydro 1h naphthalen 2 ol,"(1r,2r,4as,8as)-1-[(3r)-3-hydroxy-3-methylpent-4-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1h-naphthalen-2-ol",C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,XVULBTBTFGYVRC-UHFFFAOYSA-N,GtoPdb,False
1r 2r 4r 10r 11s 14s 15s 16s 18s 19s 10 14 dimethylspiro hexacyclo 9 8 0 0 2 4 0 5 10 0 14 19 0 16 18 nonadecane 15 2 oxolan 5 ene 5 7 dione,"(1r,2r,4r,10r,11s,14s,15s,16s,18s,19s)-10,14-dimethylspiro[hexacyclo[9.8.0.0^{2,4}.0^{5,10}.0^{14,19}.0^{16,18}]nonadecane-15,2'-oxolan]-5-ene-5',7-dione",CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,METQSPRSQINEEU-UHFFFAOYSA-N,GtoPdb,False
1r 2r 5s 8r 9r 10r 13r 14r 17s 19r 5 hydroxymethyl 1 2 14 18 18 pentamethyl 8 prop 1 en 2 yl pentacyclo 11 8 0 0 2 10 0 5 9 0 14 19 henicosan 17 ol,"(1r,2r,5s,8r,9r,10r,13r,14r,17s,19r)-5-(hydroxymethyl)-1,2,14,18,18-pentamethyl-8-(prop-1-en-2-yl)pentacyclo[11.8.0.0^{2,10}.0^{5,9}.0^{14,19}]henicosan-17-ol",C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,FVWJYYTZTCVBKE-UHFFFAOYSA-N,BindingDB,False
1r 2s 10s 11s 14s 15s 17s 1 fluoro 14 17 dihydroxy 2 14 15 trimethyltetracyclo 8 7 0 0 2 7 0 11 15 heptadec 6 en 5 one,"(1r,2s,10s,11s,14s,15s,17s)-1-fluoro-14,17-dihydroxy-2,14,15-trimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one",CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C,WIMXESZJAILKCH-UHFFFAOYSA-N,BindingDB,False
1r 2s 2 amino 1 phenyl propan 1 ol,"(1r, 2s)-2-amino-1-phenyl-propan-1-ol",CC(N)C(O)c1ccccc1,DLNKOYKMWOXYQA-UHFFFAOYSA-N,BindingDB,False
1r 2s 2 methylamino 1 phenylpropan 1 ol,"(1r,2s)-2-methylamino-1-phenylpropan-1-ol",CNC(C)C(O)c1ccccc1,KWGRBVOPPLSCSI-UHFFFAOYSA-N,GtoPdb,False
1r 2s 5r 5 methyl 2 prop 1 en 2 ylcyclohexan 1 ol,"(1r,2s,5r)-5-methyl-2-prop-1-en-2-ylcyclohexan-1-ol",C=C(C)C1CCC(C)CC1O,ZYTMANIQRDEHIO-UHFFFAOYSA-N,GtoPdb,False
1r 2s 5r 5 methyl 2 propan 2 ylcyclohexan 1 ol,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC1CCC(C(C)C)C(O)C1,NOOLISFMXDJSKH-UHFFFAOYSA-N,GtoPdb,False
1r 2s 5r 5 methyl 2 propan 2 ylcyclohexyl 2 hydroxypropanoate,"[(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexyl] 2-hydroxypropanoate",CC1CCC(C(C)C)C(OC(=O)C(C)O)C1,UJNOLBSYLSYIBM-UHFFFAOYSA-N,GtoPdb,False
1r 2s ephedrine,"(1r,2s)-(-)-ephedrine",CNC(C)C(O)c1ccccc1,KWGRBVOPPLSCSI-UHFFFAOYSA-N,ChEMBL,False
1r 2s phenylpropanolamine,"(1r,2s)-phenylpropanolamine",CC(N)C(O)c1ccccc1,DLNKOYKMWOXYQA-UHFFFAOYSA-N,ChEMBL,False
1r 3as 5ar 5br 7ar 9s 11ar 11br 13ar 13br 9 hydroxy 5a 5b 8 8 11a pentamethyl 1 prop 1 en 2 yl 1 2 3 4 5 6 7 7a 9 10 11 11b 12 13 13a 13b hexadecahydrocyclopenta a chrysene 3a carboxylic acid,"(1r,3as,5ar,5br,7ar,9s,11ar,11br,13ar,13br)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,QGJZLNKBHJESQX-UHFFFAOYSA-N,GtoPdb,False
1r 4 1e 3e 5e 7e 9e 11e 13e 15e 17e 18 4r 4 hydroxy 2 6 6 trimethylcyclohexen 1 yl 3 7 12 16 tetramethyloctadeca 1 3 5 7 9 11 13 15 17 nonaenyl 3 5 5 trimethylcyclohex 3 en 1 ol,"(1r)-4-[(1e,3e,5e,7e,9e,11e,13e,15e,17e)-18-[(4r)-4-hydroxy-2,6,6-trimethylcyclohexen-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-3,5,5-trimethylcyclohex-3-en-1-ol",CC(C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C,JKQXZKUSFCKOGQ-UHFFFAOYSA-N,GtoPdb,False
1r 4e 9s 4 11 11 trimethyl 8 methylidenebicyclo 7 2 0 undec 4 ene,"(1r,4e,9s)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene",C=C1CCC=C(C)CCC2C1CC2(C)C,NPNUFJAVOOONJE-UHFFFAOYSA-N,GtoPdb,False
1r 4r 6s 1 7 7 trimethylbicyclo 2 2 1 heptan 6 ol,"(1r,4r,6s)-1,7,7-trimethylbicyclo[2.2.1]heptan-6-ol",CC1(C)C2CCC1(C)C(O)C2,DTGKSKDOIYIVQL-UHFFFAOYSA-N,GtoPdb,False
1r 4s 5r 8s 9r 12s 13r 1 5 9 trimethyl 11 14 15 16 tetraoxatetracyclo 10 3 1 0 sup 4 13 sup 0 sup 8 13 sup hexadecan 10 one,"(1r,4s,5r,8s,9r,12s,13r)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.0<sup>4,13</sup>.0<sup>8,13</sup>]hexadecan-10-one",CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,BLUAFEHZUWYNDE-UHFFFAOYSA-N,GtoPdb,False
1r 6 methoxyquinolin 4 yl 8 vinylquinuclidin 2 yl methanol,(1r)-(6-methoxyquinolin-4-yl)(8-vinylquinuclidin-2-yl)methanol,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,LOUPRKONTZGTKE-UHFFFAOYSA-N,BindingDB,False
1r 7s 2 6 dimethyl 4 10 dioxa tricyclo 5 2 1 0 2 6 decane 3 5 dione,"(1r,7s)-2,6-dimethyl-4,10-dioxa-tricyclo[5.2.1.0*2,6*]decane-3,5-dione",CC12C(=O)OC(=O)C1(C)C1CCC2O1,DHZBEENLJMYSHQ-UHFFFAOYSA-N,BindingDB,False
1r trans tetramethrin,(1r)-trans-tetramethrin,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,CXBMCYHAMVGWJQ-UHFFFAOYSA-N,ChEMBL,False
1s 1 5 anhydro 1 1 3 6 7 tetrahydroxy 9 oxo 9h xanthen 2 yl d glucitol,"(1s)-1,5-anhydro-1-(1,3,6,7-tetrahydroxy-9-oxo-9h-xanthen-2-yl)-d-glucitol",O=c1c2cc(O)c(O)cc2oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,AEDDIBAIWPIIBD-UHFFFAOYSA-N,BindingDB,False
1s 10r 11s 14r 15s 15 methyltetracyclo 8 7 0 0 2 7 0 11 15 heptadeca 2 7 3 5 triene 5 14 diol,"(1s,10r,11s,14r,15s)-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-triene-5,14-diol",CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,BindingDB,False
1s 2r 10s 11s 14r 15s 17s 14 17 dihydroxy 14 2 hydroxyacetyl 2 15 dimethyltetracyclo 8 7 0 0 2 7 0 11 15 heptadeca 3 6 dien 5 one,"(1s,2r,10s,11s,14r,15s,17s)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-3,6-dien-5-one",CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,OIGNJSKKLXVSLS-UHFFFAOYSA-N,BindingDB,False
1s 2r 4as 6as 6br 10r 12ar 12br 14bs 10 hydroxy 1 2 6a 6b 9 9 12a heptamethyl 1 2 3 4 4a 5 6 6a 6b 7 8 8a 9 10 11 12 12a 12b 13 14b icosahydropicene 4a carboxylic acid,"(1s,2r,4as,6as,6br,10r,12ar,12br,14bs)-10-hydroxy-1,2,6a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid",CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,WCGUUGGRBIKTOS-UHFFFAOYSA-N,BindingDB,False
1s 2r 4as 6as 6br 10s 12ar 12br 14bs 10 hydroxy 1 2 6a 6b 9 9 12a heptamethyl 1 2 3 4 4a 5 6 6a 6b 7 8 8a 9 10 11 12 12a 12b 13 14b icosahydropicene 4a carboxylic acid,"(1s,2r,4as,6as,6br,10s,12ar,12br,14bs)-10-hydroxy-1,2,6a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid",CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,WCGUUGGRBIKTOS-UHFFFAOYSA-N,BindingDB,False
1s 2r 4as 6as 6br 8r 9r 10r 11r 12ar 12br 14bs 8 10 11 trihydroxy 9 hydroxymethyl 1 2 6a 6b 9 12a hexamethyl 1 2 3 4 4a 5 6 6a 6b 7 8 8a 9 10 11 12 12a 12b 13 14b icosahydropicene 4a carboxylic acid,"(1s,2r,4as,6as,6br,8r,9r,10r,11r,12ar,12br,14bs)-8,10,11-trihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid",CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C,PRAUVHZJPXOEIF-UHFFFAOYSA-N,BindingDB,False
1s 2r 5s 10s 11s 14r 15r 2 15 dimethyl 14 2r 6 methylheptan 2 yl tetracyclo 8 7 0 0 2 7 0 11 15 heptadec 7 en 5 ol,"(1s,2r,5s,10s,11s,14r,15r)-2,15-dimethyl-14-[(2r)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,HVYWMOMLDIMFJA-UHFFFAOYSA-N,BindingDB,False
1s 2r 5s 5 methyl 2 propan 2 ylcyclohexan 1 ol,"(1s,2r,5s)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC1CCC(C(C)C)C(O)C1,NOOLISFMXDJSKH-UHFFFAOYSA-N,GtoPdb,False
1s 2r phenylpropanolamine,"(1s,2r)-phenylpropanolamine",CC(N)C(O)c1ccccc1,DLNKOYKMWOXYQA-UHFFFAOYSA-N,ChEMBL,False
1s 2s 2 methylamino 1 phenylpropan 1 ol,"(1s,2s)-2-(methylamino)-1-phenylpropan-1-ol",CNC(C)C(O)c1ccccc1,KWGRBVOPPLSCSI-UHFFFAOYSA-N,GtoPdb,False
1s 2s pseudonorephedrine,"(1s,2s)-pseudonorephedrine",CC(N)C(O)c1ccccc1,DLNKOYKMWOXYQA-UHFFFAOYSA-N,ChEMBL,False
1s 3as 3br 5as 9as 9bs 11as 1 hydroxy 1 9a 11a trimethyl 2 3 3a 3b 4 5 5a 6 9 9b 10 11 dodecahydroindeno 4 5 h isochromen 7 one,"(1s,3as,3br,5as,9as,9bs,11as)-1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h]isochromen-7-one",CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,QSLJIVKCVHQPLV-UHFFFAOYSA-N,GtoPdb,False
1s 3z 3 2e 2 1r 7ar 7a methyl 1 2r 6 methylheptan 2 yl 2 3 3a 5 6 7 hexahydro 1h inden 4 ylidene ethylidene 4 methylidenecyclohexan 1 ol,"(1s,3z)-3-[(2e)-2-[(1r,7ar)-7a-methyl-1-[(2r)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1h-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,QYSXJUFSXHHAJI-UHFFFAOYSA-N,GtoPdb,False
1s 5r 13r 14s 17r 4 methyl 12 oxa 4 azapentacyclo 9 6 1 0 1 13 0 5 17 0 7 18 octadeca 7 9 11 18 15 tetraene 10 14 diol,"(1s,5r,13r,14s,17r)-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7,9,11(18),15-tetraene-10,14-diol",CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,BQJCRHHNABKAKU-UHFFFAOYSA-N,GtoPdb,False
1s 5r 13r 14s 17r 4 prop 2 en 1 yl 12 oxa 4 azapentacyclo 9 6 1 0 1 13 0 5 17 0 7 18 octadeca 7 18 8 10 15 tetraene 10 14 diol,"(1s,5r,13r,14s,17r)-4-(prop-2-en-1-yl)-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10,15-tetraene-10,14-diol",C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,UIQMVEYFGZJHCZ-UHFFFAOYSA-N,GtoPdb,False
2 1 3 thiazol 4 yl 1h 1 3 benzodiazole,"2-(1,3-thiazol-4-yl)-1h-1,3-benzodiazole",c1ccc2[nH]c(-c3cscn3)nc2c1,WJCNZQLZVWNLKY-UHFFFAOYSA-N,GtoPdb,False
2 1 methylcarbamimidamido acetic acid,2-(1-methylcarbamimidamido)acetic acid,CN(CC(=O)O)C(=N)N,CVSVTCORWBXHQV-UHFFFAOYSA-N,GtoPdb,False
2 1r 6r 3 methyl 6 prop 1 en 2 yl 1 cyclohex 2 enyl 5 pentylbenzene 1 3 diol,"2-[(1r,6r)-3-methyl-6-prop-1-en-2-yl-1-cyclohex-2-enyl]-5-pentylbenzene-1,3-diol",C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,QHMBSVQNZZTUGM-UHFFFAOYSA-N,GtoPdb,False
2 1z 5 fluoro 1 4 methanesulfinylphenyl methylidene 2 methyl 1h inden 3 yl acetic acid,2-[(1z)-5-fluoro-1-[(4-methanesulfinylphenyl)methylidene]-2-methyl-1h-inden-3-yl]acetic acid,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,MLKXDPUZXIRXEP-UHFFFAOYSA-N,GtoPdb,False
2 2 2 2 ethane 1 2 diylbis azanetriyl tetraacetic acid,"2,2',2'',2'''-(ethane-1,2-diylbis(azanetriyl))tetraacetic acid",O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,KCXVZYZYPLLWCC-UHFFFAOYSA-N,BindingDB,False
2 2 3 dihydro 1 4 benzodioxin 2 ylmethyl 1 ethylimidazole,"2-(2,3-dihydro-1,4-benzodioxin-2-ylmethyl)-1-ethylimidazole",CCn1ccnc1CC1COc2ccccc2O1,UXABARREKCJULM-UHFFFAOYSA-N,GtoPdb,False
2 2 4 4 chlorophenyl phenyl methyl piperazin 1 yl ethoxy ethan 1 ol,2-(2-{4-[(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)ethan-1-ol,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,GtoPdb,False
